X,Y,OBJECTID,GlobalID,last_edited_date,id,stop_name,stop_id,stop_code,agency_nam,routes,gen_date,end_date
-84.2889089998504,33.6920499996078,72451,{6F9D20EA-FC10-4467-8BFC-B62DE4FCC7E2},2019/09/06 15:49:50+00,2421,CLIFTON SPRINGS RD @ PINE SPRINGS MNR,153060,153060,MARTA,34,2019/09/04,2019/12/06
-84.4651659999109,33.6001019997076,72452,{530139DD-E57D-4E4B-9D86-AEEB7E020C21},2019/09/06 15:51:20+00,3918,PLEASANT HILL RD @ SURREY TRL,212042,212042,MARTA,189,2019/09/04,2019/12/06
-84.4124980001826,33.7838289998085,72453,{532BF202-578C-4B98-8729-B8882AAEAC09},2019/09/06 15:59:37+00,8124,BRADY AVE@HOWELL MILL RD,904665,904665,MARTA,12,2019/09/04,2019/12/06
-84.4298099999315,33.8145120001287,72454,{788D9F66-B3B7-4E0B-9D1F-A72ED5609629},2019/09/06 15:54:28+00,5664,DEFOORS FERRY RD@HILLS AVE,900634,900634,MARTA,37,2019/09/04,2019/12/06
-84.3368140002659,33.8365049999059,72455,{F16120FB-4D67-47D1-A9EC-B432D9ACF9DF},2019/09/06 15:51:20+00,3655,BUFORD HWY NE @ CURTIS DR NE,211574,211574,MARTA,39,2019/09/04,2019/12/06
-84.4035969998017,33.7565950002591,72456,{C61633B4-25B1-4958-809A-B18B5F69BC58},2019/09/06 15:56:08+00,6027,VINE CITY STATION (POSTELL ST),901262,901262,MARTA,94,2019/09/04,2019/12/06
-84.297452999956,33.7779959997156,72457,{2C2B03A5-B1A7-4A6E-9DCD-B21B476D8DBB},2019/09/06 15:59:37+00,8228,COMMERCE DR @ CLAIREMONT AVE,904860,904860,MARTA,"123, 19, 36",2019/09/04,2019/12/06
-84.5279640000385,33.7459620000463,72458,{E2297C60-C5F0-41B1-B996-BE62079EE6A5},2019/09/06 15:52:51+00,4802,DOLLAR MILL RD @ BOULDER PARK DR,213133,213133,MARTA,865,2019/09/04,2019/12/06
-84.4182449999068,33.7049799996273,72459,{B0137552-A599-4745-BC2A-A84FFF9BD3E7},2019/09/06 15:48:22+00,1857,SYLVAN RD SW@SYLVAN PL SW,136058,136058,MARTA,79,2019/09/04,2019/12/06
-84.2691470004337,33.7424659998061,72460,{D57982F4-968B-404C-B406-B4B19E0A1FFF},2019/09/06 15:46:51+00,643,CAPISTRANA PL @ WHITE OAK DR,107302,107302,MARTA,823,2019/09/04,2019/12/06
-84.374032999823,33.7142720000528,72461,{18CA21A4-F54A-402E-8305-AE7178178C0B},2019/09/06 15:48:22+00,1381,MCDONOUGH BLVD SE@SAWTELL AVE,126038,126038,MARTA,49,2019/09/04,2019/12/06
-84.3092160001183,33.8306420002282,72462,{6145CA19-30FE-422D-A293-AC9CD0AD5127},2019/09/06 15:56:08+00,6495,CLAIRMONT RD@COUNCIL BLUFF DR,901989,901989,MARTA,19,2019/09/04,2019/12/06
