,PLACEKEY,LOCATION_NAME,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,CITY,REGION,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE
3769,23f-223@8g6-ym6-mff,Hollywood Feed,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,33.833932,-84.384156,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""19:30""]], ""Tue"": [[""9:00"", ""19:30""]], ""Wed"": [[""9:00"", ""19:30""]], ""Thu"": [[""9:00"", ""19:30""]], ""Fri"": [[""9:00"", ""19:30""]], ""Sat"": [[""9:00"", ""19:30""]], ""Sun"": [[""10:00"", ""18:30""]] }","Groomer,Pet Training",,2023-04,2020-12
3770,223-225@8g7-474-hwk,Farmers Market on The Square,Specialty Food Stores,Meat Markets,445210,33.787332,-84.382444,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""13:30""]], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Farmers Market,,,2019-07
3771,23p-223@8g6-yjx-ffz,The Chai Gallery of Fine Art,Other Miscellaneous Store Retailers,Art Dealers,453920,33.918768,-84.377081,Sandy Springs,GA,"{ ""Mon"": [[""12:00"", ""17:00""]], ""Tue"": [[""12:00"", ""17:00""]], ""Wed"": [[""12:00"", ""17:00""]], ""Thu"": [[""12:00"", ""17:00""]], ""Fri"": [[""13:00"", ""18:00""]], ""Sat"": [[""13:00"", ""20:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,2022-04,2019-07
3772,22b-222@8g6-yjx-dy9,Space In Time,Other Miscellaneous Store Retailers,Art Dealers,453920,33.923564,-84.377699,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""24:00""]], ""Tue"": [[""8:00"", ""24:00""]], ""Wed"": [[""8:00"", ""24:00""]], ""Thu"": [[""8:00"", ""24:00""]], ""Fri"": [[""8:00"", ""24:00""]], ""Sat"": [[""8:00"", ""24:00""]], ""Sun"": [[""8:00"", ""24:00""]] }",,,,2019-07
3773,222-223@8g6-ymh-mhq,Buffalo Wild Wings,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.914544,-84.38029,Sandy Springs,GA,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""11:00"", ""24:00""]], ""Sun"": [[""11:00"", ""23:00""]] }","American Food,Casual Dining,Chicken Wings,Dinner,Late Night,Lunch,Sports Bar",2020-05,,2019-07
3774,zzw-222@8g6-yjn-qs5,La Parrilla,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.935154,-84.364513,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:30""]], ""Fri"": [[""11:00"", ""22:30""]], ""Sat"": [[""11:00"", ""22:30""]], ""Sun"": [[""11:00"", ""22:00""]] }","Casual Dining,Catering,Dinner,Lunch,Mexican Food",2021-01,,2019-07
3775,224-222@8g6-yjx-qj9,Yao Atlanta,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.920092,-84.34645,Dunwoody,GA,"{ ""Mon"": [], ""Tue"": [[""11:30"", ""15:00""], [""17:00"", ""22:00""]], ""Wed"": [[""11:30"", ""15:00""], [""17:00"", ""22:00""]], ""Thu"": [[""11:30"", ""15:00""], [""17:00"", ""22:00""]], ""Fri"": [[""11:30"", ""15:00""], [""17:00"", ""23:00""]], ""Sat"": [[""11:30"", ""15:00""], [""17:00"", ""23:00""]], ""Sun"": [[""11:30"", ""15:00""], [""17:00"", ""22:00""]] }",Asian Food,,,2019-07
3776,249-222@8g6-yky-vmk,Barry Evan Russ Design,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.843052,-84.382616,Atlanta,GA,,"Jewelry,Jewelry Repair",,,2019-07
3777,zzw-22d@8g7-47b-gc5,Morton's The Steakhouse,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.762852,-84.38634,Atlanta,GA,"{ ""Mon"": [[""17:00"", ""21:00""]], ""Tue"": [[""17:00"", ""21:00""]], ""Wed"": [[""17:00"", ""21:00""]], ""Thu"": [[""17:00"", ""21:00""]], ""Fri"": [[""17:00"", ""22:00""]], ""Sat"": [[""17:00"", ""22:00""]], ""Sun"": [[""17:00"", ""21:00""]] }","Dinner,Fine Dining,Lunch,Steak House",,,2019-07
3778,222-222@8g6-yjr-jn5,Nancy's Pizza,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.932183,-84.335597,Dunwoody,GA,"{ ""Mon"": [[""16:00"", ""21:00""]], ""Tue"": [[""16:00"", ""21:00""]], ""Wed"": [[""16:00"", ""21:00""]], ""Thu"": [[""16:00"", ""21:00""]], ""Fri"": [[""12:00"", ""21:00""]], ""Sat"": [[""12:00"", ""21:00""]], ""Sun"": [[""12:00"", ""21:00""]] }","Casual Dining,Dinner,Italian Food,Lunch,Pizza",,2022-05,2019-07
3779,zzw-22j@8g7-47b-kfz,Queen's Designs,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.762114,-84.389545,Atlanta,GA,,Jewelry,,,2019-07
3780,24g-223@8g6-yjm-vcq,Oshi Couture Llc,Personal Care Services,Beauty Salons,812112,33.931145,-84.359052,Atlanta,GA,,,,,2019-07
3781,223-222@8g7-46m-k9f,The Cloakroom Kitchen & Bar,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.759305,-84.389844,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""16:00"", ""21:00""]], ""Thu"": [[""16:00"", ""21:00""]], ""Fri"": [[""16:00"", ""21:00""]], ""Sat"": [[""16:00"", ""21:00""]], ""Sun"": [[""16:00"", ""21:00""]] }",American Food,,,2019-07
3782,222-222@8g6-ykz-87q,The Peachtree Tavern,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.840841,-84.375249,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""24:00""]], ""Tue"": [[""0:00"", ""3:00""], [""9:00"", ""24:00""]], ""Wed"": [[""0:00"", ""3:00""], [""9:00"", ""24:00""]], ""Thu"": [[""0:00"", ""3:00""], [""9:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""9:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""9:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""]] }","Bar or Pub,Late Night",,2021-10,2019-07
3783,224-222@8g6-ykz-6x5,Lollipop Adult Treats,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,448320,33.841442,-84.378684,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""11:00"", ""24:00""]], ""Sun"": [] }",,,2020-01,2019-07
3784,22b-222@8g6-yjx-yn5,Brown Bag Seafood,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.927794,-84.343891,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""20:30""]] }","Salad,Sandwich Shop,Seafood",,,2019-07
3785,228-222@8g6-ym4-3qz,Mission Market,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.851726,-84.367625,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""21:00""]], ""Tue"": [[""11:30"", ""21:00""]], ""Wed"": [[""11:30"", ""21:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""20:00""]] }","American Food,Sandwich Shop,Seafood",,,2019-07
3786,zzw-224@8g6-yjr-j9z,Party City,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,33.933369,-84.335588,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""10:00"", ""18:00""]] }","Balloons,Candy Shop,Costumes,Holiday Decorations,Party Supplies",,,2019-07
3787,228-24r@8g6-ym3-6ff,Mori Luggage & Gifts,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,448320,33.853234,-84.362968,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""17:30""]] }","Leather,Luggage",,2022-10,2019-07
3788,zzw-22b@8g6-ym3-y35,Bloomingdale's Atlanta,Department Stores,Department Stores,452210,33.845272,-84.362269,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Baby Supplies,Children's Clothing,Home Decor,Men's Clothing",,,2019-07
3789,25f-222@8g7-46m-h5z,One Stop Communications,Electronics and Appliance Stores,Electronics Stores,443142,33.75682,-84.392051,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",IT Services,,,2019-07
3790,22w-222@8g6-yjy-p35,Biryani's Place,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.921149,-84.350241,Sandy Springs,GA,"{ ""Mon"": [[""11:00"", ""15:00""], [""17:00"", ""22:00""]], ""Tue"": [[""11:00"", ""15:00""], [""17:00"", ""22:00""]], ""Wed"": [[""11:00"", ""15:00""], [""17:00"", ""22:00""]], ""Thu"": [[""11:00"", ""15:00""], [""17:00"", ""22:00""]], ""Fri"": [[""11:30"", ""15:00""], [""17:00"", ""22:30""]], ""Sat"": [[""12:00"", ""16:30""], [""17:30"", ""22:30""]], ""Sun"": [[""12:00"", ""16:30""], [""17:30"", ""22:00""]] }",Indian Food,,,2019-07
3791,223-222@8g7-47b-hyv,Goosebumps,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.76243,-84.383087,Atlanta,GA,"{ ""Mon"": [[""14:00"", ""24:00""]], ""Tue"": [[""0:00"", ""3:00""], [""14:00"", ""24:00""]], ""Wed"": [[""0:00"", ""3:00""], [""14:00"", ""24:00""]], ""Thu"": [[""0:00"", ""3:00""], [""14:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""14:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""16:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""]] }","Adult Entertainment,Dance Club,Late Night",,,2019-07
3792,zzw-222@8g6-ym3-xyv,Farmer's Basket,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.845007,-84.36117,Atlanta,GA,,BBQ and Southern Food,,,2019-07
3793,233-225@8g7-47b-djv,Sweets Massage Spa,Personal Care Services,Other Personal Care Services,812199,33.774787,-84.381138,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }","Massage,Massage Therapy,Reflexology,Traditional Chinese Medicine,Tui Na",,,2019-07
3794,224-223@8g6-yjv-sbk,Los potrillos,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.913099,-84.378396,Atlanta,GA,,Mexican Food,,2023-08,2019-07
3795,22f-222@8g6-yjw-b49,The Nimble Needle,Other Miscellaneous Store Retailers,Art Dealers,453920,33.926271,-84.381923,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""9:30"", ""15:30""]], ""Wed"": [[""9:30"", ""15:30""]], ""Thu"": [[""9:30"", ""15:30""]], ""Fri"": [[""9:30"", ""15:30""]], ""Sat"": [[""9:30"", ""15:30""]], ""Sun"": [] }",Arts and Crafts,,,2019-07
3796,223-228@8g7-47b-jsq,Gold's Gym Atlanta Peachtree St,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.75992,-84.387163,Atlanta,GA,,,,2020-01,2019-07
3797,222-222@8g7-46m-w49,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.754307,-84.381708,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop",,,2019-07
3798,zzy-223@8g6-yjw-9zz,Drybar Buckhead,Personal Care Services,Beauty Salons,812112,33.927446,-84.383942,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",,,,2019-07
3799,226-223@8g7-47b-k2k,Twenty Two Storys,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.761521,-84.386535,Atlanta,GA,"{ ""Mon"": [[""16:00"", ""24:00""]], ""Tue"": [[""16:00"", ""24:00""]], ""Wed"": [[""16:00"", ""24:00""]], ""Thu"": [[""16:00"", ""24:00""]], ""Fri"": [[""16:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""16:00"", ""24:00""]] }","American Food,Bar or Pub,Cocktail Lounge,Late Night,Sports Bar",,,2019-07
3800,22d-223@8g7-48s-y35,Atlanta Bike Tech,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,33.747423,-84.401917,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""16:00""]], ""Wed"": [[""11:00"", ""16:00""]], ""Thu"": [[""11:00"", ""16:00""]], ""Fri"": [[""11:00"", ""16:00""]], ""Sat"": [[""11:00"", ""16:00""]], ""Sun"": [] }","Bike Repair,Bikes",,2022-10,2019-07
3801,22g-222@8g6-yky-vmk,Boost Your Skin,Personal Care Services,Other Personal Care Services,812199,33.842976,-84.38266,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""14:00""]], ""Tue"": [[""9:00"", ""14:00""]], ""Wed"": [], ""Thu"": [[""9:00"", ""14:00""]], ""Fri"": [], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }","Medical Spa,Skin Care",,2023-08,2019-07
3802,zzw-226@8g6-yjx-bp9,Yuka Sushi,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.921808,-84.378812,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""22:00""]], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""22:30""]], ""Sat"": [[""12:00"", ""22:30""]], ""Sun"": [[""12:00"", ""22:00""]] }",Sushi,,,2019-07
3803,22y-222@8g6-ykw-m6k,Brow Blading Institute,Personal Care Services,Other Personal Care Services,812199,33.837435,-84.367635,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }","Eyelash Services,Permanent Makeup",,2022-10,2019-07
3804,225-225@8g7-46m-h5z,Web Com,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998,33.756899,-84.392136,Atlanta,GA,,,,,2019-07
3805,zzw-225@8g6-yjx-g8v,Kemetic Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.920537,-84.383435,Sandy Springs,GA,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""9:30"", ""17:30""]], ""Sun"": [[""9:30"", ""17:30""]] }",Nutritionists,,,2019-07
3806,239-222@8g6-yjy-28v,Invicta Store,Clothing Stores,Clothing Accessories Stores,448150,33.923752,-84.340566,Atlanta,GA,,,,,2023-02
3807,zzw-223@8g6-ym3-wff,lululemon athletica,Clothing Stores,Other Clothing Stores,448190,33.84583,-84.365105,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Accessories,Hats,Men's Clothing,Sportswear,Women's Clothing",,,2019-07
3808,226-223@8g6-ykz-6rk,Huff Furniture,Furniture Stores,Furniture Stores,442110,33.839346,-84.380515,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }","Furniture,Home Decor,Interior Design",,2022-06,2019-07
3809,zzy-226@8g6-ym3-xqz,Psycho Bunny,Clothing Stores,Family Clothing Stores,448140,33.846429,-84.362052,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Accessories,Children's Clothing,Hats,Men's Clothing,Women's Clothing",2023-02,,2019-07
3810,zzy-22k@8g7-46m-n89,Gusto Downtown,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.754383,-84.388436,Atlanta,GA,"{ ""Mon"": [[""10:30"", ""20:00""]], ""Tue"": [[""10:30"", ""20:00""]], ""Wed"": [[""10:30"", ""20:00""]], ""Thu"": [[""10:30"", ""20:00""]], ""Fri"": [[""10:30"", ""20:00""]], ""Sat"": [[""10:30"", ""20:00""]], ""Sun"": [[""10:30"", ""20:00""]] }","American Food,Salad",,,2019-07
3811,222-222@8g7-46m-whq,Sleazy & Zino Bistro & Bar,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.759393,-84.384431,Atlanta,GA,,"Bar or Pub,Late Night",,2020-01,2019-07
3812,zzw-229@8g6-yjy-dgk,Abercrombie And Fitch,Clothing Stores,Family Clothing Stores,448140,33.924152,-84.340784,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""19:00""]] }","Accessories,Children's Clothing,Men's Clothing,Swimwear,Women's Clothing",,,2019-07
3813,zzw-22c@8g6-yjx-47q,Free Flite Bicycles Sandy Springs,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,33.920667,-84.385611,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""13:00"", ""17:00""]] }","Accessories,Bike Repair,Bikes,Mountain Biking",,,2019-07
3814,22q-222@8g6-yjx-y9z,Sizzle Tanning Salon,Personal Care Services,Other Personal Care Services,812199,33.930659,-84.343352,Atlanta,GA,,Tanning,,2023-05,2019-07
3815,22d-225@8g6-yjv-s3q,Province Valuation Group,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998,33.913368,-84.375644,Atlanta,GA,,Appraisal Services,,,2019-07
3816,zzy-222@8g7-47b-kxq,Atlanta Jewelers Supply,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.761893,-84.390312,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Engraving,Jewelry",,,2019-07
3817,zzw-228@8g6-yjy-qzz,Taylor Medical Wellness Weight Loss and Aesthetic Group,Personal Care Services,Diet and Weight Reducing Centers,812191,33.915818,-84.349126,Atlanta,GA,"{ ""Mon"": [[""9:30"", ""17:00""]], ""Tue"": [[""9:30"", ""17:00""]], ""Wed"": [[""9:30"", ""17:00""]], ""Thu"": [[""9:30"", ""17:00""]], ""Fri"": [[""9:30"", ""15:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07
3818,zzw-222@8g7-47b-g8v,The League Tavern,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.764285,-84.387825,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]] }","Bar or Pub,Late Night,Sports Bar",,2020-01,2019-07
3819,222-223@8g6-ykw-sdv,Buckhead Ga Furniture & Mattress Store,Furniture Stores,Furniture Stores,442110,33.84419,-84.372159,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Furniture,Home Decor,Lighting,Mattresses,Rugs",,,2019-07
3820,22d-22b@8g7-46m-jsq,Baraka Shawarma,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.756094,-84.389941,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""16:00""]], ""Tue"": [[""10:00"", ""16:00""]], ""Wed"": [[""10:00"", ""16:00""]], ""Thu"": [[""10:00"", ""16:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }","Dessert,Mediterranean Food,Sandwich Shop",,,2019-07
3821,229-222@8g6-ykw-w49,Buckhead Massage & Skincare,Personal Care Services,Other Personal Care Services,812199,33.836318,-84.375507,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }","Massage,Skin Care",,2020-01,2019-07
3822,zzy-222@8g6-ykz-bhq,Willow Bar,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.839306,-84.375005,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""17:00"", ""22:00""]], ""Thu"": [[""17:00"", ""22:00""]], ""Fri"": [[""16:00"", ""23:00""]], ""Sat"": [[""16:00"", ""23:00""]], ""Sun"": [] }","Bar or Pub,Late Night",,,2019-07
3823,222-222@8g7-46n-8qf,Snoblife Studio,Personal Care Services,Beauty Salons,812112,33.751725,-84.399768,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",Hair Salon,,,2019-07
3824,zzw-22n@8g6-yjw-wff,Jet's Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.935285,-84.378824,Sandy Springs,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Catering,Counter Service,Dinner,Lunch,Pizza",,,2019-07
3825,2cf-222@8g7-479-xnq,Rukus Cycling Studios,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.778926,-84.387713,Atlanta,GA,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""19:00""]], ""Sat"": [[""8:30"", ""12:00""]], ""Sun"": [[""8:30"", ""12:00""]] }",Cycling Classes,,,2019-07
3826,zzw-225@8g6-ym3-xqz,Victoria's Secret,Clothing Stores,Women's Clothing Stores,448120,33.846115,-84.363916,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Accessories,Lingerie,Perfume,Sportswear,Swimwear",2020-10,,2019-07
