,PLACEKEY,LOCATION_NAME,TOP_CATEGORY,SUB_CATEGORY,NAICS_CODE,LATITUDE,LONGITUDE,CITY,REGION,OPEN_HOURS,CATEGORY_TAGS,OPENED_ON,CLOSED_ON,TRACKING_CLOSED_SINCE
0,zzw-23n@8g6-ym3-wkz,Boss Menswear Shop,Clothing Stores,Family Clothing Stores,448140,33.846477,-84.363715,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Accessories,Men's Clothing,Sportswear,Watches,Women's Clothing",,,2020-12
1,zzw-225@8g6-yjr-k9f,Pella,Building Material and Supplies Dealers,Home Centers,444110,33.934371,-84.338694,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }","Doors,Window Installation",,,2019-07
2,228-223@8g6-yjr-jn5,Jason's Deli,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.93213,-84.335431,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""22:00""]], ""Wed"": [[""10:00"", ""22:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""10:00"", ""22:00""]] }","Catering,Counter Service,Deli,Dinner,Lunch,Salad,Sandwich Shop",,,2019-07
3,223-222@8g7-46z-8vz,Eleventh Street Pub,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.783106,-84.387443,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""11:30"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""11:30"", ""24:00""]] }","American Food,Bar or Pub,Late Night",,,2019-07
4,222-23t@8g7-47b-kxq,S Y K Jewelry,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.761981,-84.389478,Atlanta,GA,,Jewelry,,,2019-07
5,225-223@8g6-yjx-fcq,Pho 24,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.919314,-84.379235,Sandy Springs,GA,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""10:00"", ""20:30""]], ""Sun"": [[""10:00"", ""20:30""]] }",Vietnamese Food,,,2019-07
6,222-22j@8g7-46m-zs5,Chick'n Factory,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.754026,-84.379889,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""16:00""]], ""Tue"": [[""11:00"", ""16:00""]], ""Wed"": [[""11:15"", ""16:00""]], ""Thu"": [[""11:00"", ""16:00""]], ""Fri"": [[""11:00"", ""16:00""]], ""Sat"": [[""11:00"", ""16:00""]], ""Sun"": [] }","Salad,Sandwich Shop",,2023-02,2019-07
7,22n-237@8g6-yjv-dqf,L'VegaSpa Esthetics,Personal Care Services,Other Personal Care Services,812199,33.92001,-84.361972,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }","Body Contouring,Estheticians,Hair Removal,Laser Hair Removal,Massage Therapy,Medical Spa,Skin Care",,,2019-07
8,zzw-226@8g6-yjx-brk,MLP Beauty Studio,Personal Care Services,Other Personal Care Services,812199,33.922373,-84.378478,Atlanta,GA,,"Makeup Artist,Skin Care",,,2019-07
9,22d-22c@8g7-46m-jsq,Cafe Lucia,Health and Personal Care Stores,Food (Health) Supplement Stores,446191,33.755766,-84.389894,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [[""8:00"", ""16:00""]] }",,,,2019-07
10,222-224@8g7-46m-xdv,2020 Post,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.75502,-84.379163,Atlanta,GA,,,,,2019-07
11,224-229@8g6-ykz-bzf,Surgicare Arts & Aesthetics Division of IBI Healthcare Institute,Personal Care Services,Other Personal Care Services,812199,33.838239,-84.374932,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Cosmetic Surgery,Hair Removal,Laser Hair Removal,Medical Spa",,,2019-07
12,2b2-235@8g7-475-brk,WashClub,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),812320,33.83363,-84.384448,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""9:00"", ""17:00""]] }",,,,2019-07
13,222-222@8g6-ymh-mc5,El Toro,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.915691,-84.378654,Atlanta,GA,,Mexican Food,,2020-01,2019-07
14,222-223@8g7-47b-m8v,The Spa At Peachtree Center Athletic Club,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.760684,-84.383823,Atlanta,GA,,Spa,,2022-04,2019-07
15,223-222@8g6-ymh-mp9,Double Zero,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.914293,-84.378896,Atlanta,GA,"{ ""Mon"": [[""17:00"", ""22:00""]], ""Tue"": [[""17:00"", ""22:00""]], ""Wed"": [[""17:00"", ""22:00""]], ""Thu"": [[""17:00"", ""22:00""]], ""Fri"": [[""17:00"", ""23:00""]], ""Sat"": [[""17:00"", ""23:00""]], ""Sun"": [[""17:00"", ""22:00""]] }","Italian Food,Pizza",,2020-07,2019-07
16,222-22b@8g7-479-z75,Aviva by Kameel Midtown,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.775257,-84.387466,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:30""]], ""Tue"": [[""11:00"", ""20:30""]], ""Wed"": [[""11:00"", ""20:30""]], ""Thu"": [[""11:00"", ""20:30""]], ""Fri"": [[""11:00"", ""20:30""]], ""Sat"": [[""11:00"", ""20:30""]], ""Sun"": [] }","Mediterranean Food,Middle Eastern Food",,,2019-07
17,zzy-22b@8g7-46m-btv,Salt and Pepper Kitchen,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.751606,-84.38953,Atlanta,GA,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","American Food,BBQ and Southern Food,Brunch",,2023-05,2019-07
18,225-236@8g7-47b-jvz,Oriental Treasure,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310,33.760135,-84.388377,Atlanta,GA,,Jewelry,,,2019-07
19,222-223@8g6-yjy-2rk,Lush Handmade Cosmetics,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,33.920981,-84.34171,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""19:00""]] }",Cosmetics,,,2019-07
20,226-227@8g6-ym6-m8v,The Nail Bar 2955,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,33.835571,-84.38166,Atlanta,GA,,,,,2019-07
21,223-222@8g6-ykx-jd9,Buckhead Pet Sitters,Other Personal Services,Pet Care (except Veterinary) Services,812910,33.836584,-84.37529,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [[""7:00"", ""21:00""]] }",Pet Sitting,,,2019-07
22,225-229@8g6-yjx-ffz,In the Spirit & Spa Boutique,Personal Care Services,Other Personal Care Services,812199,33.918637,-84.376982,Atlanta,GA,,Spa,,2022-04,2019-07
23,zzw-223@8g6-yjx-yjv,Drexel Heritage,Furniture Stores,Furniture Stores,442110,33.929492,-84.342996,Atlanta,GA,,"Furniture,Interior Design",,2022-07,2019-07
24,228-26h@8g6-ym3-xnq,& Cheese ATL,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.846188,-84.363995,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","American Food,Coffee Shop,Sandwich Shop",,,2019-07
25,222-222@8g6-yky-vxq,Lush Life Garden & Flowers,Florists,Florists,453110,33.842563,-84.38343,Atlanta,GA,,,,,2019-07
26,223-224@8g6-yjn-wc5,The Bar,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.929419,-84.356731,Atlanta,GA,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }","Bar or Pub,Late Night",,,2019-07
27,zzw-224@8g7-46m-j9z,Salad Sensations,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.758212,-84.394189,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",American Food,,2021-10,2019-07
28,zzw-224@8g7-479-wx5,Rowdy Tiger Whiskey Bar & Kitchen,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.77816,-84.38751,Atlanta,GA,"{ ""Mon"": [[""7:00"", ""15:00""], [""17:00"", ""22:00""]], ""Tue"": [[""7:00"", ""15:00""], [""17:00"", ""22:00""]], ""Wed"": [[""7:00"", ""15:00""], [""17:00"", ""22:00""]], ""Thu"": [[""7:00"", ""15:00""], [""17:00"", ""22:00""]], ""Fri"": [[""7:00"", ""15:00""], [""17:00"", ""22:00""]], ""Sat"": [[""7:00"", ""15:00""], [""17:00"", ""22:00""]], ""Sun"": [[""7:00"", ""15:00""], [""17:00"", ""22:00""]] }","BBQ and Southern Food,Bar or Pub,Late Night",,,2019-07
29,222-222@8g6-yjx-cdv,NAM Kitchen,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.925031,-84.381785,Sandy Springs,GA,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""21:00""]], ""Wed"": [[""12:00"", ""21:00""]], ""Thu"": [[""12:00"", ""21:00""]], ""Fri"": [[""12:00"", ""21:30""]], ""Sat"": [[""12:00"", ""21:30""]], ""Sun"": [[""12:00"", ""21:00""]] }","Sandwich Shop,Soup,Vietnamese Food",,,2019-07
30,225-222@8g7-48s-y35,Frost Bistro & Bar,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.74707,-84.402585,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [[""9:00"", ""18:00""]] }","American Food,Bar or Pub,Brunch,Late Night",,,2019-07
31,222-22c@8g6-ym3-vvf,Dressed For Success,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),812320,33.85109,-84.360948,Atlanta,GA,,,,,2019-07
32,229-227@8g6-ym6-4qf,Cathedral Bookstore,Book Stores and News Dealers,Book Stores,451211,33.831255,-84.38676,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""16:00""]], ""Tue"": [[""10:00"", ""16:00""]], ""Wed"": [[""10:00"", ""16:00""]], ""Thu"": [[""10:00"", ""16:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [[""10:00"", ""13:00""]], ""Sun"": [[""10:00"", ""13:00""]] }",,,,2019-07
33,zzy-226@8g7-479-qxq,The Ponce Room Bar & Kitchen,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.772163,-84.385068,Atlanta,GA,"{ ""Mon"": [[""16:00"", ""22:00""]], ""Tue"": [[""16:00"", ""22:00""]], ""Wed"": [[""16:00"", ""22:00""]], ""Thu"": [[""16:00"", ""22:00""]], ""Fri"": [[""16:00"", ""23:00""]], ""Sat"": [[""10:00"", ""15:30""], [""16:00"", ""23:00""]], ""Sun"": [[""10:00"", ""15:30""], [""16:00"", ""22:00""]] }","BBQ and Southern Food,Bar or Pub,Late Night",,,2019-07
34,zzw-225@8g7-474-kcq,Politan Row at Colony Square,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.787131,-84.382092,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",Cafeteria,,,2019-07
35,224-222@8g7-46z-7dv,Veni Vidi Vici,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.787457,-84.388599,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""22:00""]], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""23:00""]], ""Sat"": [[""17:00"", ""23:00""]], ""Sun"": [[""17:00"", ""22:00""]] }",Italian Food,,2020-01,2019-07
36,222-223@8g7-479-zxq,St Charles Deli,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.776321,-84.388304,Atlanta,GA,"{ ""Mon"": [[""7:30"", ""15:00""]], ""Tue"": [[""7:30"", ""15:00""]], ""Wed"": [[""7:30"", ""15:00""]], ""Thu"": [[""7:30"", ""15:00""]], ""Fri"": [[""7:30"", ""15:00""]], ""Sat"": [], ""Sun"": [] }","Burgers,Deli,Sandwich Shop",,2020-01,2019-07
37,22c-222@8g7-47b-gkz,Brklyn Kitchen & Lounge,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.763831,-84.388079,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""5:00""], [""19:00"", ""24:00""]], ""Tue"": [[""0:00"", ""4:00""], [""19:00"", ""24:00""]], ""Wed"": [[""0:00"", ""4:00""], [""19:00"", ""24:00""]], ""Thu"": [[""0:00"", ""4:00""], [""18:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""18:00"", ""24:00""]], ""Sat"": [[""0:00"", ""5:00""], [""18:00"", ""24:00""]], ""Sun"": [[""0:00"", ""5:00""], [""18:00"", ""24:00""]] }","American Food,Bar or Pub,Caribbean Food,Cocktail Lounge,Late Night,Pizza,Sandwich Shop",,2022-07,2019-07
38,222-223@8g6-yjx-sh5,Buffalo Wild Wings,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.920994,-84.341528,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","American Food,Casual Dining,Chicken Wings,Dinner,Late Night,Lunch,Sports Bar",2023-04,,2019-07
39,zzw-23g@8g6-ym3-wkz,Godiva,Specialty Food Stores,Confectionery and Nut Stores,445292,33.848372,-84.361938,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Deli,Dessert,Sweet Shop",,2021-02,2019-07
40,23t-222@8g7-46m-h5z,Pro Tech Multimedia Solutions,Electronics and Appliance Stores,Electronics Stores,443142,33.756864,-84.392101,Atlanta,GA,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }","Home Automation,Home Theatre Installation,Security Systems",,,2019-07
41,229-223@8g6-y4m-n3q,Genene Giovanni,Personal Care Services,Diet and Weight Reducing Centers,812191,33.928369,-84.335464,Dunwoody,GA,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""10:00"", ""19:00""]] }","Body Contouring,Medical Spa,Weight Loss",,,2019-07
42,zzw-226@8g7-474-s3q,Ovation Coffee & Libations,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.79006,-84.385666,Atlanta,GA,,"Brunch,Coffee Shop,Sandwich Shop",,2020-10,2019-07
43,zzy-227@8g7-46m-x89,Cleveland Style Deli,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.753182,-84.381828,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""19:30""]], ""Tue"": [[""11:00"", ""19:30""]], ""Wed"": [[""11:00"", ""19:30""]], ""Thu"": [[""11:00"", ""19:30""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [], ""Sun"": [] }","Burgers,Deli,Sandwich Shop",,,2019-07
44,223-222@8g7-474-kmk,Atlanta Muscle Melter,Personal Care Services,Other Personal Care Services,812199,33.781543,-84.381284,Atlanta,GA,"{ ""Mon"": [[""8:30"", ""19:00""]], ""Tue"": [[""8:30"", ""19:00""]], ""Wed"": [[""8:30"", ""19:00""]], ""Thu"": [[""8:30"", ""19:00""]], ""Fri"": [[""8:30"", ""19:00""]], ""Sat"": [[""8:30"", ""19:00""]], ""Sun"": [[""8:30"", ""19:00""]] }","Massage,Massage Therapy",,,2019-07
45,224-226@8g7-46m-jgk,Equitable Newsstand,Book Stores and News Dealers,Book Stores,451211,33.756819,-84.388554,Atlanta,GA,,,,2020-08,2019-07
46,22j-225@8g7-474-ks5,Candlebar & More,Florists,Florists,453110,33.781273,-84.380858,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""21:00""]], ""Wed"": [[""12:00"", ""21:00""]], ""Thu"": [[""12:00"", ""21:00""]], ""Fri"": [[""12:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""20:00""]] }",,,2023-06,2019-07
47,226-228@8g6-yjn-59f,Tilted Kilt Pub & Eatery,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.932775,-84.351233,Atlanta,GA,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]] }","American Food,Bar or Pub,Late Night,Sports Bar",,2022-04,2019-07
48,2m3-222@8g6-ym6-nnq,Premier Fitness Source Buckhead Store,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.836782,-84.378461,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""13:00"", ""18:00""]] }",Fitness Equipment,,,2019-07
49,zzw-225@8g7-479-xwk,Blue India,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.779629,-84.383752,Atlanta,GA,"{ ""Mon"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Tue"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Wed"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Thu"": [[""11:30"", ""14:30""], [""17:00"", ""22:00""]], ""Fri"": [[""11:30"", ""14:30""], [""17:00"", ""23:00""]], ""Sat"": [[""11:30"", ""14:30""], [""17:00"", ""23:00""]], ""Sun"": [[""17:00"", ""22:00""]] }","Bar or Pub,Cocktail Lounge,European Food,Indian Food,Late Night",,,2019-07
50,zzw-22q@8g6-ym3-sqz,Casper,Furniture Stores,Furniture Stores,442110,33.846214,-84.363987,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",Mattresses,2021-09,,2019-07
51,zzw-222@8g6-yky-ht9,World Market,Home Furnishings Stores,All Other Home Furnishings Stores,442299,33.851039,-84.370895,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Furniture,Home Decor,Kitchen Supplies,Rugs,Wallpaper Services",,,2019-07
52,zzw-22y@8g6-yjx-bzf,Samdon Company,Electronics and Appliance Stores,Electronics Stores,443142,33.920115,-84.378346,Atlanta,GA,,Business Consulting,,,2019-07
53,24j-222@8g7-47b-gtv,The Living Room at the W Downtown,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.76497,-84.389726,Atlanta,GA,,"Bar or Pub,Cocktail Lounge,Late Night",,,2019-07
54,zzw-22y@8g6-yjy-2hq,Tumi,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,448320,33.923883,-84.34143,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Accessories,Leather,Luggage",,,2019-07
55,224-222@8g6-ym4-9vf,Houston's Restaurant,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.845965,-84.358491,Atlanta,GA,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:30""]] }","American Food,Steak House",,2020-01,2019-07
56,zzy-225@8g6-yjr-kfz,Savvi Formalwear,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120,33.929544,-84.356238,Atlanta,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",,,,2019-07
57,zzy-225@8g6-yjr-jn5,Skin Affair Threading & Waxing Ashford,Personal Care Services,Other Personal Care Services,812199,33.932235,-84.335079,Dunwoody,GA,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Eyelash Services,Hair Removal,Threading,Waxing",,,2019-07
58,24j-223@8g7-46n-ckf,McCoughtry's,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.749577,-84.399532,Atlanta,GA,"{ ""Mon"": [], ""Tue"": [[""15:00"", ""21:00""]], ""Wed"": [[""15:00"", ""21:00""]], ""Thu"": [[""15:00"", ""21:00""]], ""Fri"": [[""13:00"", ""22:00""]], ""Sat"": [[""13:00"", ""22:00""]], ""Sun"": [[""13:00"", ""19:00""]] }","Dessert,Ice Cream Shop",,2022-04,2019-07
